Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.8377	6	480.0169	479.6755	0.998155	0.4153055	
Model:	mcombrat6
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.8474829	0.2881442	1	NaN	0	1	1	
Topt	5.005212	5	7.104482	13.28865	5	20	8	
Tb	4.421057	2.833076	5	5.99656	0.01	5	3.326667	
Pa	0.7795407	0.2617495	0.8	NaN	0.2	0.8	0.48	
Pd	2.805387	0.01	5	13.46585	0.01	5	4.99	
Pc	0.006620343	0.001598679	0.01	0.01971851	1e-04	0.01	0.0099	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
prec	prec	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Topt	Tb	Pa	Pd	Pc
MR	-11.65975	-10.67844	2.754629	12.31123	-2.362861	-0.002011458	
Topt	-10.67844	176.5883	-66.30596	-9.822355	16.87509	0.009389111	
Tb	2.754629	-66.30596	35.95874	2.533791	-5.879723	-0.02099397	
Pa	12.31123	-9.822355	2.533791	-9.865173	-2.173431	-0.001850201	
Pd	-2.362861	16.87509	-5.879723	-2.173431	181.329	0.2284215	
Pc	-0.002011458	0.009389111	-0.02099397	-0.001850201	0.2284215	0.0003888197	

Source data
rat	tmed	prec	predicted	
0.4759616	11.81506	559.2	0.1882386	
0.3003152	11.736	635.5	0.1988489	
0.3938742	11.01136	759.1	0.2577493	
0.3736255	10.63505	561.4	0.2742981	
0.1600306	10.74701	308.2	0.1973975	
0.1650547	10.92373	499.1	0.2432548	
0.1405044	10.65338	426.4	0.2472523	
0.2793442	10.13953	728.2	0.329068	
0.2575962	11.37159	889.7	0.2324418	
0.2420352	10.44594	1428.5	0.3097499	
0.2945809	10.68331	609.9	0.2756103	
0.1342082	10.97178	552.5	0.2471966	
0.2948654	10.09672	584.9	0.3210785	
0.1885472	10.88113	484	0.2437466	
0.1472617	11.48234	368.1	0.1767522	
0.1241091	10.91439	590.5	0.2556256	
0.1573864	11.61667	368.8	0.1691701	
0.2249388	9.9215	1022.5	0.3548546	
0.6260474	10.40382	555.4	0.2919802	
0.4121322	10.34639	631.3	0.305057	
0.5715017	9.428958	758.4	0.393114	
0.5446219	9.050484	565.1	0.4066872	
0.4744601	9.207542	312.2	0.2948188	
0.5349582	9.288868	502.9	0.3736574	
0.3405907	8.983948	437	0.3772214	
0.5210497	8.392047	716.7	0.4807712	
0.4548816	9.816253	887.9	0.362587	
0.5954203	8.801879	1421.6	0.4568014	
0.5923556	8.94437	601.7	0.4215934	
0.4001922	9.426972	561.4	0.3742216	
0.4739078	8.407901	576.1	0.4618076	
0.4527148	9.156835	494.8	0.382334	
0.4141188	9.872912	359.5	0.2779536	
0.4945938	9.220841	619.1	0.4002347	
0.4601859	10.06176	364.9	0.2673686	
0.5061606	8.12988	1009.9	0.5128362	
0.1543426	15.39656	208.4	0.0205935	
0.1832787	15.09243	217.7	0.02519021	
0.1523323	14.97087	213.4	0.02630203	
0.3161728	14.6502	319	0.04355615	
0.1251806	14.48524	101.8	0.01586875	
0.08662605	15.12706	260.6	0.02915677	
0.1073976	14.68435	167.7	0.0238627	
0.1177354	14.63184	256.5	0.03693329	
0.1325189	15.36337	325.7	0.03068723	
0.4343702	14.5268	436.6	0.0556002	
0.2418193	15.04664	203.2	0.02412267	
0.01669328	15.13608	207.8	0.02354498	
0.1009567	14.43493	181.3	0.02919006	
0.03109615	15.50237	142.9	0.01326576	
0.1053782	15.65799	223.7	0.01914906	
0.1208357	15.34972	283	0.02779855	
0.1397098	15.58787	140.1	0.01241247	
0.08104308	14.57152	337.8	0.04710798	
0.04561179	15.32993	104.8	0.01063902	
0.09793627	15.80108	199.5	0.01584551	
0.06287278	15.51106	240	0.02213242	
0.1351467	16.53306	303.7	0.01515088	
0.09732386	13.31781	361.6	0.08731646	
0.1655779	13.11083	330.5	0.0898309	
0.1609994	12.85564	327.3	0.09902315	
0.1874337	12.68337	348.6	0.1106143	
0.0406339	12.70888	144.9	0.04940982	
0.07405498	12.9846	327.7	0.0940649	
0.05920739	12.51785	332.5	0.1143179	
0.03349928	12.51045	265.6	0.09643182	
0.09358744	13.48725	358.1	0.08070026	
0.1480221	12.65853	484.3	0.1317903	
0.1508633	12.93468	330.9	0.09664229	
0.04389473	12.90525	290	0.08870922	
0.1161283	12.39118	215.9	0.08358875	
0.04617053	13.19346	222.2	0.06240968	
0.07283431	13.34513	214.1	0.05649182	
0.03174495	13.01616	274	0.08098472	
0.08635824	13.70839	171.4	0.03861414	
0.08286346	12.15359	395.5	0.1456882	
0.07499991	13.21725	204.7	0.05708769	
0.07621066	13.56741	275.8	0.06445508	
