Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.6393	6	479.6201	479.2787	0.9891185	0.5014758	
Model:	mcombrat7
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.6777896	0.2372264	1	1.17167	0	1	0.6666667	
Ta	0.2	0	0.2	0.5465702	0	0.2	0.2	
k	-1.379451	-2	-0.2365213	3.042727	-2	2	2.929688	
Topt	9.590412	0	10.93547	3.69277	0	20	16	
Popt	630.1525	300	1000	847.9822	300	1000	700	
Pb	1.223105	0.2690831	5	3.319189	0	5	5	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
prec	prec	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Ta	k	Topt	Popt	Pb
MR	1.372809	-0.492895	2.732419	-4.106025	-185.2402	-0.1096419	
Ta	-0.492895	0.298739	-1.280885	1.464467	216.4047	-0.8370388	
k	2.732419	-1.280885	9.258188	-8.98405	-408.8054	0.9927789	
Topt	-4.106025	1.464467	-8.98405	13.63655	583.6005	-0.2778776	
Popt	-185.2402	216.4047	-408.8054	583.6005	719073.8	-543.1954	
Pb	-0.1096419	-0.8370388	0.9927789	-0.2778776	-543.1954	11.01702	

Source data
rat	tmed	prec	predicted	
0.4759616	11.81506	559.2	0.1588804	
0.3003152	11.736	635.5	0.1622744	
0.3938742	11.01136	759.1	0.2001655	
0.3736255	10.63505	561.4	0.2382686	
0.1600306	10.74701	308.2	0.1913153	
0.1650547	10.92373	499.1	0.20614	
0.1405044	10.65338	426.4	0.225436	
0.2793442	10.13953	728.2	0.3064852	
0.2575962	11.37159	889.7	0.1714005	
0.2420352	10.44594	1428.5	0.2102441	
0.2945809	10.68331	609.9	0.2337781	
0.1342082	10.97178	552.5	0.204582	
0.2948654	10.09672	584.9	0.3150801	
0.1885472	10.88113	484	0.2088535	
0.1472617	11.48234	368.1	0.156803	
0.1241091	10.91439	590.5	0.2104534	
0.1573864	11.61667	368.8	0.1515298	
0.2249388	9.9215	1022.5	0.3197688	
0.6260474	10.40382	555.4	0.2673183	
0.4121322	10.34639	631.3	0.2768657	
0.5715017	9.428958	758.4	0.4317601	
0.5446219	9.050484	565.1	0.5012229	
0.4744601	9.207542	312.2	0.4042058	
0.5349582	9.288868	502.9	0.4544672	
0.3405907	8.983948	437	0.4913939	
0.5210497	8.392047	716.7	0.5873965	
0.4548816	9.816253	887.9	0.3507237	
0.5954203	8.801879	1421.6	0.4337291	
0.5923556	8.94437	601.7	0.5197022	
0.4001922	9.426972	561.4	0.4351621	
0.4739078	8.407901	576.1	0.5874646	
0.4527148	9.156835	494.8	0.476023	
0.4141188	9.872912	359.5	0.3190808	
0.4945938	9.220841	619.1	0.4742734	
0.4601859	10.06176	364.9	0.290986	
0.5061606	8.12988	1009.9	0.5699946	
0.1543426	15.39656	208.4	0.09015371	
0.1832787	15.09243	217.7	0.09311752	
0.1523323	14.97087	213.4	0.0918286	
0.3161728	14.6502	319	0.1165375	
0.1251806	14.48524	101.8	0.04485191	
0.08662605	15.12706	260.6	0.104663	
0.1073976	14.68435	167.7	0.07573478	
0.1177354	14.63184	256.5	0.1038744	
0.1325189	15.36337	325.7	0.1173553	
0.4343702	14.5268	436.6	0.1301639	
0.2418193	15.04664	203.2	0.08853833	
0.01669328	15.13608	207.8	0.09001301	
0.1009567	14.43493	181.3	0.08109772	
0.03109615	15.50237	142.9	0.06501862	
0.1053782	15.65799	223.7	0.09480652	
0.1208357	15.34972	283	0.1095778	
0.1397098	15.58787	140.1	0.06373842	
0.08104308	14.57152	337.8	0.1195339	
0.04561179	15.32993	104.8	0.04630614	
0.09793627	15.80108	199.5	0.08718479	
0.06287278	15.51106	240	0.0993932	
0.1351467	16.53306	303.7	0.1134775	
0.09732386	13.31781	361.6	0.1251207	
0.1655779	13.11083	330.5	0.1215845	
0.1609994	12.85564	327.3	0.1225849	
0.1874337	12.68337	348.6	0.127245	
0.0406339	12.70888	144.9	0.06936077	
0.07405498	12.9846	327.7	0.12182	
0.05920739	12.51785	332.5	0.1264422	
0.03349928	12.51045	265.6	0.1130201	
0.09358744	13.48725	358.1	0.124078	
0.1480221	12.65853	484.3	0.1400361	
0.1508633	12.93468	330.9	0.1226403	
0.04389473	12.90525	290	0.1153739	
0.1161283	12.39118	215.9	0.09997925	
0.04617053	13.19346	222.2	0.09687685	
0.07283431	13.34513	214.1	0.09388347	
0.03174495	13.01616	274	0.1112878	
0.08635824	13.70839	171.4	0.07797254	
0.08286346	12.15359	395.5	0.1403525	
0.07499991	13.21725	204.7	0.09121062	
0.07621066	13.56741	275.8	0.1096813	
0.04650233	13.33447	196.6	0.08809482	
0.07267583	14.66723	254.4	0.1033416	
0.1684874	14.31136	202.9	0.08877278	
0.1775987	14.03289	222.2	0.09509769	
0.1766173	13.75783	199	0.08805526	
0.2561497	13.44531	323.2	0.1190722	
0.08581704	13.29281	107.3	0.04870015	
0.08165883	13.85621	266.1	0.1069155	
0.1181447	13.40368	171.8	0.07867565	
0.1629166	13.29086	260.9	0.1070548	
0.1210237	14.15875	320.7	0.1172376	
0.1912346	13.24589	436.9	0.1329408	
0.1455412	13.70181	203.9	0.08979354	
0.02651434	13.9476	211.9	0.09203361	
0.05568562	13.13108	176.2	0.08114378	
0.03503488	14.17628	142.3	0.06513521	
0.05777684	14.40997	229.5	0.09689019	
0.02008387	14.03355	296	0.1129827	
0.07143941	14.3783	143.1	0.0653859	
0.06278213	13.19144	331.5	0.1213616	
0.1573845	13.22271	366.4	0.1261253	
0.09247242	13.00417	344.7	0.1243202	
0.1796374	12.71884	354.1	0.127709	
0.1271469	12.64827	327.9	0.1243619	
0.04003083	12.66909	147.1	0.07058873	
0.1220973	12.90435	370.9	0.1284626	
0.05457975	12.35925	318.7	0.1260221	
0.09209923	12.24473	298.7	0.1237952	
0.08777828	13.21941	476.6	0.1355842	
0.147539	12.50525	561.7	0.1444727	
0.1625557	12.83743	271.4	0.1117344	
0.04442081	13.05593	276.6	0.11167	
0.1986661	12.1365	382	0.1391139	
0.08226787	13.12328	258.1	0.1070188	
0.07064392	13.41941	213.9	0.09362099	
0.03355328	13.12578	313.9	0.1187339	
0.07154471	13.75114	200	0.0884055	
0.09808652	12.33429	448.9	0.1420306	
0.04748416	13.37264	267.3	0.1083024	
0.1259869	13.44884	321.5	0.1187802	
0.05763474	13.45395	199.8	0.08890171	
0.1068164	12.74955	359.4	0.1281691	
0.1348452	12.55089	335.1	0.1265011	
0.149858	12.19674	348.1	0.1333827	
0.1437259	12.10822	338	0.1333985	
0.04349623	12.14503	141.1	0.07147523	
0.09018941	12.34522	353.4	0.1318275	
0.07338176	11.82288	322.3	0.1371567	
0.04840161	11.73981	285.4	0.1314736	
0.1039761	12.75106	446.3	0.1368469	
0.1173053	11.96879	541	0.1540028	
0.1305473	12.25463	292.8	0.1224049	
0.03379989	12.49898	277.9	0.1160532	
0.1174534	11.61853	326.3	0.1442395	
0.05003962	12.56447	252.3	0.1091129	
0.09789741	12.8414	218.7	0.09739243	
0.03536019	12.54195	304.8	0.1212674	
0.04882452	13.19164	199.1	0.08938864	
0.07868437	11.68466	445.6	0.1576786	
0.04198474	12.74521	252.4	0.1076872	
0.09480179	12.92051	323.4	0.121504	
0.07480113	12.89171	202.2	0.0916853	
0.26936	12.25136	360.2	0.1342266	
0.189034	12.06719	341.6	0.1347948	
0.3093132	11.65683	355.5	0.1480567	
0.2482097	11.55707	326.3	0.1464759	
0.04001177	11.61297	147.8	0.08266441	
0.1178683	11.78407	362.9	0.1450975	
0.0556492	11.27962	322	0.1579454	
0.1127203	11.05442	335.5	0.1743319	
0.1548122	12.19787	532	0.1485931	
0.2486419	11.4048	666.6	0.1763955	
0.3110653	11.72189	305.6	0.1366386	
0.0837598	11.98467	334.9	0.1354422	
0.228604	11.00224	425	0.1929705	
0.1205257	11.95345	333.6	0.1359313	
0.1291197	12.41273	260.8	0.112858	
0.06625869	11.93446	382.1	0.1435934	
0.09849051	12.7014	207.7	0.09465978	
0.5828131	11.36156	368.2	0.1624447	
0.3738774	11.2134	349.9	0.1672705	
0.5811849	10.68792	390.2	0.2161044	
0.5059657	10.54402	373.1	0.2283253	
0.07626182	10.63039	163	0.1301893	
0.2310098	10.73044	373.2	0.2086919	
0.1078383	10.28368	333.4	0.2498464	
0.1626592	9.905245	376.8	0.3192113	
0.29091	11.18799	612.7	0.1894119	
0.4185128	10.32817	799.9	0.2742426	
