Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.8555	5	477.9539	477.711	0.9979002	0.4075865	
Model:	mcombrat5
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.7403069	0.2517044	1	1.948534	0	1	1	
Topt	5.009828	5	7.05914	16.32353	5	20	8.571429	
Tb	4.357323	2.792287	5	6.521198	0.01	5	2.851429	
Popt	895.1134	300	1000	759.2519	300	1000	700	
Pb	599.0168	251.5871	600	791.9862	0	600	600	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
prec	prec	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Topt	Tb	Popt	Pb
MR	3.796786	-29.40653	8.719879	-52.94564	127.5916	
Topt	-29.40653	266.4577	-95.05794	830.9835	-750.1458	
Tb	8.719879	-95.05794	42.52602	125.6413	-243.8688	
Popt	-52.94564	830.9835	125.6413	576463.5	405395.4	
Pb	127.5916	-750.1458	-243.8688	405395.4	627242.2	

Source data
rat	tmed	prec	predicted	
0.4759616	11.81506	559.2	0.1868363	
0.3003152	11.736	635.5	0.2047364	
0.3938742	11.01136	759.1	0.2794287	
0.3736255	10.63505	561.4	0.2754946	
0.1600306	10.74701	308.2	0.1925292	
0.1650547	10.92373	499.1	0.2368657	
0.1405044	10.65338	426.4	0.2356103	
0.2793442	10.13953	728.2	0.3561219	
0.2575962	11.37159	889.7	0.2549838	
0.2420352	10.44594	1428.5	0.2286971	
0.2945809	10.68331	609.9	0.2831666	
0.1342082	10.97178	552.5	0.246516	
0.2948654	10.09672	584.9	0.3275092	
0.1885472	10.88113	484	0.2359763	
0.1472617	11.48234	368.1	0.1667988	
0.1241091	10.91439	590.5	0.2597281	
0.1573864	11.61667	368.8	0.1594205	
0.2249388	9.9215	1022.5	0.3834227	
0.6260474	10.40382	555.4	0.2929606	
0.4121322	10.34639	631.3	0.3173796	
0.5715017	9.428958	758.4	0.4312704	
0.5446219	9.050484	565.1	0.4137821	
0.4744601	9.207542	312.2	0.2899029	
0.5349582	9.288868	502.9	0.3688953	
0.3405907	8.983948	437	0.3645638	
0.5210497	8.392047	716.7	0.5239806	
0.4548816	9.816253	887.9	0.4028695	
0.5954203	8.801879	1421.6	0.3445127	
0.5923556	8.94437	601.7	0.4367764	
0.4001922	9.426972	561.4	0.3791988	
0.4739078	8.407901	576.1	0.4739815	
0.4527148	9.156835	494.8	0.3764802	
0.4141188	9.872912	359.5	0.2662675	
0.4945938	9.220841	619.1	0.4173483	
0.4601859	10.06176	364.9	0.255497	
0.5061606	8.12988	1009.9	0.5624727	
0.1543426	15.39656	208.4	0.0223949	
0.1832787	15.09243	217.7	0.02685508	
0.1523323	14.97087	213.4	0.02840258	
0.3161728	14.6502	319	0.04033008	
0.1251806	14.48524	101.8	0.02895294	
0.08662605	15.12706	260.6	0.02851593	
0.1073976	14.68435	167.7	0.03011132	
0.1177354	14.63184	256.5	0.03662082	
0.1325189	15.36337	325.7	0.02800208	
0.4343702	14.5268	436.6	0.05085087	
0.2418193	15.04664	203.2	0.02676388	
0.01669328	15.13608	207.8	0.02574906	
0.1009567	14.43493	181.3	0.0350814	
0.03109615	15.50237	142.9	0.01852879	
0.1053782	15.65799	223.7	0.01994491	
0.1208357	15.34972	283	0.02629601	
0.1397098	15.58787	140.1	0.01756665	
0.08104308	14.57152	337.8	0.04323166	
0.04561179	15.32993	104.8	0.01876407	
0.09793627	15.80108	199.5	0.01756814	
0.06287278	15.51106	240	0.02230786	
0.1351467	16.53306	303.7	0.01377435	
0.09732386	13.31781	361.6	0.08086176	
0.1655779	13.11083	330.5	0.08431776	
0.1609994	12.85564	327.3	0.09338313	
0.1874337	12.68337	348.6	0.1035644	
0.0406339	12.70888	144.9	0.07093724	
0.07405498	12.9846	327.7	0.08855444	
0.05920739	12.51785	332.5	0.1079304	
0.03349928	12.51045	265.6	0.09686131	
0.09358744	13.48725	358.1	0.07463587	
0.1480221	12.65853	484.3	0.1253659	
0.1508633	12.93468	330.9	0.09088214	
0.04389473	12.90525	290	0.086072	
0.1161283	12.39118	215.9	0.09270171	
0.04617053	13.19346	222.2	0.06751848	
0.07283431	13.34513	214.1	0.06224879	
0.03174495	13.01616	274	0.0799499	
0.08635824	13.70839	171.4	0.04864772	
0.08286346	12.15359	395.5	0.1363582	
0.07499991	13.21725	204.7	0.06464334	
0.07621066	13.56741	275.8	0.06305766	
0.04650233	13.33447	196.6	0.06047178	
0.07267583	14.66723	254.4	0.03583431	
0.1684874	14.31136	202.9	0.03889755	
0.1775987	14.03289	222.2	0.04615599	
0.1766173	13.75783	199	0.05022413	
0.2561497	13.44531	323.2	0.07205081	
0.08581704	13.29281	107.3	0.05118483	
0.08165883	13.85621	266.1	0.05431551	
0.1181447	13.40368	171.8	0.05584449	
0.1629166	13.29086	260.9	0.06945358	
0.1210237	14.15875	320.7	0.05157297	
0.1912346	13.24589	436.9	0.09258572	
0.1455412	13.70181	203.9	0.05202344	
0.02651434	13.9476	211.9	0.04712973	
0.05568562	13.13108	176.2	0.06343222	
0.03503488	14.17628	142.3	0.03676713	
0.05777684	14.40997	229.5	0.03896621	
0.02008387	14.03355	296	0.05258994	
0.07143941	14.3783	143.1	0.03337045	
0.06278213	13.19144	331.5	0.08158115	
0.1573845	13.22271	366.4	0.08487833	
0.09247242	13.00417	344.7	0.09018511	
0.1796374	12.71884	354.1	0.1029414	
0.1271469	12.64827	327.9	0.1017198	
0.04003083	12.66909	147.1	0.07242004	
0.1220973	12.90435	370.9	0.09779437	
0.05457975	12.35925	318.7	0.1123519	
0.09209923	12.24473	298.7	0.1136289	
0.08777828	13.21941	476.6	0.09830789	
0.147539	12.50525	561.7	0.1444069	
0.1625557	12.83743	271.4	0.08574835	
0.04442081	13.05593	276.6	0.07897082	
