Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-234.173	3	474.4424	474.346	1.00509	0.2697096	
Model:	mprecrat1
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.3742724	0.1160244	0.6357916	0.2664995	0	1	1	
Popt	981.3939	681.5806	1000	676.0316	300	1000	700	
Pb	480.0985	273.6562	600	440.5304	0	600	600	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Popt	Pb
MR	0.07102198	96.43508	18.00165	
Popt	96.43508	457018.8	263616.9	
Pb	18.00165	263616.9	194067	

Source data
rat	prec	predicted	
0.4759616	559.2	0.2542506	
0.3003152	635.5	0.2887177	
0.3938742	759.1	0.3362286	
0.3736255	561.4	0.2552745	
0.1600306	308.2	0.1400364	
0.1650547	499.1	0.2259696	
0.1405044	426.4	0.1918696	
0.2793442	728.2	0.3256814	
0.2575962	889.7	0.3675081	
0.2420352	1428.5	0.2425827	
0.2945809	609.9	0.2774417	
0.1342082	552.5	0.251125	
0.2948654	584.9	0.2661239	
0.1885472	484	0.2188333	
0.1472617	368.1	0.1655157	
0.1241091	590.5	0.2686816	
0.1573864	368.8	0.165824	
0.2249388	1022.5	0.3729031	
0.6260474	555.4	0.2524791	
0.4121322	631.3	0.2868927	
0.5715017	758.4	0.3360014	
0.5446219	565.1	0.2569938	
0.4744601	312.2	0.141677	
0.5349582	502.9	0.2277664	
0.3405907	437	0.1967817	
0.5210497	716.7	0.3215008	
0.4548816	887.9	0.3672424	
0.5954203	1421.6	0.245826	
0.5923556	601.7	0.2737592	
0.4001922	561.4	0.2552745	
0.4739078	576.1	0.2620817	
0.4527148	494.8	0.2239366	
0.4141188	359.5	0.1617453	
0.4945938	619.1	0.2815345	
0.4601859	364.9	0.1641087	
0.5061606	1009.9	0.3736132	
0.1543426	208.4	0.1023927	
0.1832787	217.7	0.1056167	
0.1523323	213.4	0.1041185	
0.3161728	319	0.1444874	
0.1251806	101.8	0.06987221	
0.08662605	260.6	0.1212633	
0.1073976	167.7	0.08900828	
0.1177354	256.5	0.1197141	
0.1325189	325.7	0.147282	
0.4343702	436.6	0.1965959	
0.2418193	203.2	0.1006167	
0.01669328	207.8	0.1021868	
0.1009567	181.3	0.09334843	
0.03109615	142.9	0.08143833	
0.1053782	223.7	0.1077289	
0.1208357	283	0.1299207	
0.1397098	140.1	0.08061165	
0.08104308	337.8	0.1523915	
0.04561179	104.8	0.07067535	
0.09793627	199.5	0.09936465	
0.06287278	240	0.1135933	
0.1351467	303.7	0.1382019	
0.09732386	361.6	0.1626628	
0.1655779	330.5	0.1492994	
0.1609994	327.3	0.1479531	
0.1874337	348.6	0.1570173	
0.0406339	144.9	0.08203229	
0.07405498	327.7	0.1481211	
0.05920739	332.5	0.1501437	
0.03349928	265.6	0.1231676	
0.09358744	358.1	0.1611348	
0.1480221	484.3	0.218975	
0.1508633	330.9	0.1494681	
0.04389473	290	0.1326916	
0.1161283	215.9	0.104988	
0.04617053	222.2	0.1071985	
0.07283431	214.1	0.1043615	
0.03174495	274	0.1264034	
0.08635824	171.4	0.09017584	
0.08286346	395.5	0.1777437	
0.07499991	204.7	0.101127	
0.07621066	275.8	0.1271028	
0.04650233	196.6	0.09839015	
0.07267583	254.4	0.1189249	
0.1684874	202.9	0.1005148	
0.1775987	222.2	0.1071985	
0.1766173	199	0.0991962	
0.2561497	323.2	0.1462363	
0.08581704	107.3	0.07134955	
0.08165883	266.1	0.1233589	
0.1181447	171.8	0.09030265	
0.1629166	260.9	0.1213771	
0.1210237	320.7	0.1451941	
0.1912346	436.9	0.1967353	
0.1455412	203.9	0.1008546	
0.02651434	211.9	0.1035989	
0.05568562	176.2	0.09170523	
0.03503488	142.3	0.08126071	
0.05777684	229.5	0.1097946	
0.02008387	296	0.1350908	
0.07143941	143.1	0.0814976	
0.06278213	331.5	0.1497213	
0.1573845	366.4	0.1647676	
0.09247242	344.7	0.1553399	
0.1796374	354.1	0.1593957	
0.1271469	327.9	0.1482051	
0.04003083	147.1	0.082689	
0.1220973	370.9	0.1667505	
0.05457975	318.7	0.1443628	
0.09209923	298.7	0.1361776	
0.08777828	476.6	0.215341	
0.147539	561.7	0.2554141	
0.1625557	271.4	0.125397	
0.04442081	276.6	0.1274142	
0.1986661	382	0.1716799	
0.08226787	258.1	0.1203173	
0.07064392	213.9	0.104292	
0.03355328	313.9	0.1423771	
0.07154471	200	0.09953327	
0.09808652	448.9	0.2023288	
0.04748416	267.3	0.1238188	
0.1259869	321.5	0.1455272	
0.05763474	199.8	0.0994658	
0.1068164	359.4	0.1617016	
0.1348452	335.1	0.1512445	
0.149858	348.1	0.1568018	
0.1437259	338	0.1524766	
0.04349623	141.1	0.08090624	
0.09018941	353.4	0.1590922	
0.07338176	322.3	0.1458607	
0.04840161	285.4	0.1308673	
0.1039761	446.3	0.2011142	
0.1173053	541	0.2457378	
0.1305473	292.8	0.1338085	
0.03379989	277.9	0.1279213	
0.1174534	326.3	0.1475335	
0.05003962	252.3	0.1181387	
0.09789741	218.7	0.105967	
0.03536019	304.8	0.1386492	
0.04882452	199.1	0.09922988	
0.07868437	445.6	0.2007874	
0.04198474	252.4	0.1181761	
0.09480179	323.4	0.1463198	
0.07480113	202.2	0.1002773	
0.26936	360.2	0.1620509	
0.189034	341.6	0.1540122	
0.3093132	355.5	0.1600035	
0.2482097	326.3	0.1475335	
0.04001177	147.8	0.08289869	
0.1178683	362.9	0.1632318	
0.0556492	322	0.1457356	
0.1127203	335.5	0.1514142	
0.1548122	532	0.2415058	
0.2486419	666.6	0.3018776	
0.3110653	305.6	0.138975	
0.0837598	334.9	0.1511597	
0.228604	425	0.1912231	
0.1205257	333.6	0.150609	
0.1291197	260.8	0.1213392	
0.06625869	382.1	0.1717245	
0.09849051	207.7	0.1021525	
0.5828131	368.2	0.1655597	
0.3738774	349.9	0.1575781	
0.5811849	390.2	0.1753545	
0.5059657	373.1	0.1677233	
0.07626182	163	0.08753945	
0.2310098	373.2	0.1677675	
0.1078383	333.4	0.1505244	
0.1626592	376.8	0.169364	
0.29091	612.7	0.2786918	
0.4185128	799.9	0.3484619	
0.478777	353.3	0.1590488	
0.2128957	371.2	0.1668831	
0.4040281	454	0.2047152	
0.197504	385.2	0.1731106	
0.2710632	295.9	0.1350507	
0.1525367	444.8	0.2004141	
0.1960562	231.9	0.1106562	
0.3262517	506.9	0.2296576	
0.138568	279.3	0.1284685	
0.2202332	318.8	0.1444043	
0.1085746	359	0.1615271	
0.1229677	336.2	0.1517113	
0.1445175	350.7	0.1579236	
0.127417	340.7	0.1536277	
0.04128587	143.3	0.08155689	
0.09253699	355.1	0.1598297	
0.09946053	322.9	0.1461111	
0.0596355	297.7	0.1357746	
0.1932361	458.8	0.2069656	
0.2550653	572.6	0.2604668	
0.237985	302.1	0.1375525	
0.07283805	288.3	0.1320159	
0.1092085	335.8	0.1515415	
0.06899374	270.5	0.1250496	
0.09069465	228.8	0.1095441	
0.04204381	323.4	0.1463198	
0.1004605	201.1	0.09990487	
0.0970911	452.6	0.2040596	
0.06027039	256.5	0.1197141	
0.1406959	322.7	0.1460276	
0.1143764	203.9	0.1008546	
0.07969127	358.8	0.1614399	
0.0690587	335.6	0.1514566	
0.09859162	351.5	0.1582695	
0.06142529	346.2	0.1559842	
0.01988913	144.3	0.0818538	
0.0460038	355.8	0.1601339	
0.03301357	320.7	0.1451941	
