Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.8832	3	473.8628	473.7664	1.010661	0.3955632	
Model:	mtrat3
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.9944987	0.3381296	1	2.312892	0	1	1	
Topt	5.183377	5	5.931544	6.552776	5	20	15	
Tb	0.4194815	0.3130163	0.5152866	0.4562877	0.01	5	4.99	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Topt	Tb
MR	5.349471	-13.51986	0.7412432	
Topt	-13.51986	42.93887	-2.824547	
Tb	0.7412432	-2.824547	0.2081984	

Source data
rat	tmed	predicted	
0.4759616	11.81506	0.1445065	
0.3003152	11.736	0.1491026	
0.3938742	11.01136	0.1981607	
0.3736255	10.63505	0.2291869	
0.1600306	10.74701	0.2195218	
0.1650547	10.92373	0.2050206	
0.1405044	10.65338	0.2275787	
0.2793442	10.13953	0.2767036	
0.2575962	11.37159	0.172138	
0.2420352	10.44594	0.2463872	
0.2945809	10.68331	0.2249742	
0.1342082	10.97178	0.2012325	
0.2948654	10.09672	0.2811891	
0.1885472	10.88113	0.2084335	
0.1472617	11.48234	0.164804	
0.1241091	10.91439	0.205765	
0.1573864	11.61667	0.1563035	
0.2249388	9.9215	0.3002132	
0.6260474	10.40382	0.2503719	
0.4121322	10.34639	0.2558977	
0.5715017	9.428958	0.3596017	
0.5446219	9.050484	0.4113845	
0.4744601	9.207542	0.3892385	
0.5349582	9.288868	0.3781378	
0.3405907	8.983948	0.4210476	
0.5210497	8.392047	0.5141767	
0.4548816	9.816253	0.3121607	
0.5954203	8.801879	0.448338	
0.5923556	8.94437	0.4268746	
0.4001922	9.426972	0.3598593	
0.4739078	8.407901	0.5115211	
0.4527148	9.156835	0.3962864	
0.4141188	9.872912	0.3056797	
0.4945938	9.220841	0.387406	
0.4601859	10.06176	0.2848996	
0.5061606	8.12988	0.5592579	
0.1543426	15.39656	0.03427452	
0.1832787	15.09243	0.03873357	
0.1523323	14.97087	0.0406761	
0.3161728	14.6502	0.04628515	
0.1251806	14.48524	0.04946762	
0.08662605	15.12706	0.03819767	
0.1073976	14.68435	0.04565233	
0.1177354	14.63184	0.04662882	
0.1325189	15.36337	0.03473478	
0.4343702	14.5268	0.04864567	
0.2418193	15.04664	0.03945413	
0.01669328	15.13608	0.03805919	
0.1009567	14.43493	0.0504813	
0.03109615	15.50237	0.03284827	
0.1053782	15.65799	0.03085902	
0.1208357	15.34972	0.03492589	
0.1397098	15.58787	0.03173976	
0.08104308	14.57152	0.04777641	
0.04561179	15.32993	0.03520484	
0.09793627	15.80108	0.02913794	
0.06287278	15.51106	0.03273384	
0.1351467	16.53306	0.02174465	
0.09732386	13.31781	0.07920164	
0.1655779	13.11083	0.08608178	
0.1609994	12.85564	0.09537899	
0.1874337	12.68337	0.1022053	
0.0406339	12.70888	0.1011652	
0.07405498	12.9846	0.09056377	
0.05920739	12.51785	0.1092124	
0.03349928	12.51045	0.1095365	
0.09358744	13.48725	0.07397633	
0.1480221	12.65853	0.103228	
0.1508633	12.93468	0.09239864	
0.04389473	12.90525	0.09349771	
0.1161283	12.39118	0.1148885	
0.04617053	13.19346	0.08326714	
0.07283431	13.34513	0.07833501	
0.03174495	13.01616	0.0894222	
0.08635824	13.70839	0.0676677	
0.08286346	12.15359	0.1263157	
0.07499991	13.21725	0.08247358	
0.07621066	13.56741	0.07162467	
0.04650233	13.33447	0.07867209	
0.07267583	14.66723	0.04596848	
0.1684874	14.31136	0.05306056	
0.1775987	14.03289	0.05936749	
0.1766173	13.75783	0.06633219	
0.2561497	13.44531	0.07523695	
0.08581704	13.29281	0.08000276	
0.08165883	13.85621	0.06375207	
0.1181447	13.40368	0.07650944	
0.1629166	13.29086	0.08006577	
0.1210237	14.15875	0.056429	
0.1912346	13.24589	0.08152852	
0.1455412	13.70181	0.06784734	
0.02651434	13.9476	0.06144521	
0.05568562	13.13108	0.0853835	
0.03503488	14.17628	0.05603142	
0.05777684	14.40997	0.05099198	
0.02008387	14.03355	0.05935172	
0.07143941	14.3783	0.05164723	
0.06278213	13.19144	0.0833347	
0.1573845	13.22271	0.08229251	
0.09247242	13.00417	0.08985394	
0.1796374	12.71884	0.1007619	
0.1271469	12.64827	0.1036535	
0.04003083	12.66909	0.1027922	
0.1220973	12.90435	0.09353146	
0.05457975	12.35925	0.1163636	
0.09209923	12.24473	0.1218081	
0.08777828	13.21941	0.08240216	
0.147539	12.50525	0.1097643	
0.1625557	12.83743	0.09607914	
0.04442081	13.05593	0.0880037	
0.1986661	12.1365	0.1271786	
0.08226787	13.12328	0.08565191	
0.07064392	13.41941	0.07602604	
0.03355328	13.12578	0.08556582	
0.07154471	13.75114	0.0665113	
0.09808652	12.33429	0.1175301	
0.04748416	13.37264	0.07747178	
0.1259869	13.44884	0.07512988	
0.05763474	13.45395	0.07497544	
0.1068164	12.74955	0.0995282	
0.1348452	12.55089	0.1077774	
0.149858	12.19674	0.1241621	
0.1437259	12.10822	0.1286193	
0.04349623	12.14503	0.1267474	
0.09018941	12.34522	0.1170179	
0.07338176	11.82288	0.1440595	
0.04840161	11.73981	0.1488781	
0.1039761	12.75106	0.09946798	
0.1173053	11.96879	0.1359549	
0.1305473	12.25463	0.1213278	
0.03379989	12.49898	0.1100401	
0.1174534	11.61853	0.1561887	
0.05003962	12.56447	0.1071926	
0.09789741	12.8414	0.09592624	
0.03536019	12.54195	0.1081638	
0.04882452	13.19164	0.08332818	
0.07868437	11.68466	0.1521615	
0.04198474	12.74521	0.09970154	
0.09480179	12.92051	0.09292612	
0.07480113	12.89171	0.09400739	
0.26936	12.25136	0.121486	
0.189034	12.06719	0.1307376	
0.3093132	11.65683	0.1538441	
0.2482097	11.55707	0.1600226	
0.04001177	11.61297	0.1565319	
0.1178683	11.78407	0.1462917	
0.0556492	11.27962	0.1784602	
0.1127203	11.05442	0.1948688	
0.1548122	12.19787	0.1241057	
0.2486419	11.4048	0.1699071	
0.3110653	11.72189	0.1499371	
0.0837598	11.98467	0.1350995	
0.228604	11.00224	0.1988651	
0.1205257	11.95345	0.1367859	
0.1291197	12.41273	0.1139029	
0.06625869	11.93446	0.1378214	
0.09849051	12.7014	0.1014691	
0.5828131	11.36156	0.1728175	
0.3738774	11.2134	0.1831464	
0.5811849	10.68792	0.2245759	
0.5059657	10.54402	0.2373265	
0.07626182	10.63039	0.2295977	
0.2310098	10.73044	0.2209291	
0.1078383	10.28368	0.2620543	
0.1626592	9.905245	0.3020326	
0.29091	11.18799	0.1849747	
0.4185128	10.32817	0.2576729	
0.478777	10.55143	0.2366545	
0.2128957	10.89882	0.2070106	
0.4040281	9.824873	0.3111673	
0.197504	10.75392	0.2189381	
0.2710632	11.31034	0.1763249	
0.1525367	10.71864	0.2219353	
0.1960562	11.61003	0.156714	
0.3262517	10.01994	0.2893938	
0.138568	11.08017	0.1929239	
0.2202332	11.42356	0.1686592	
0.1085746	12.07944	0.1301015	
0.1229677	11.90305	0.1395509	
0.1445175	11.48727	0.1644846	
0.127417	11.36707	0.1724439	
0.04128587	11.44162	0.1674656	
0.09253699	11.5831	0.1583884	
0.09946053	11.09165	0.1920624	
0.0596355	10.91769	0.2055016	
0.1932361	12.02929	0.1327238	
0.2550653	11.21354	0.1831364	
0.237985	11.43551	0.1678687	
0.07283805	11.72606	0.14969	
0.1092085	10.77581	0.2170964	
0.06899374	11.70423	0.1509881	
